address,city,country,name,postalCode,province
6825 Maynardville Pike,Knoxville,US,Burger King,37918,TN
13165 S W Pacific Hwy,Portland,US,Long John Silver's,97223,OR
4020 E Lake St,Minneapolis,US,Taco Bell,55406,MN
2811 N Piedras St,El Paso,US,Mcdonald's,79930,TX
11916 Aviation Blvd,Inglewood,US,SUBWAY,90304,CA
1299 Center Dr,Medford,US,Hometown Buffet,97501,OR
220 Riggs Rd NE,Washington,US,Taco Bell,20011,DC
1554 S Bascom Ave,San Jose,US,Boston Market,95125,CA
4965 Sugarloaf Pkwy,Lawrenceville,US,Chick-fil-A,30044,GA
61 Us Highway 68 W,Benton,US,Hardee's,42025,KY
1324 Hampton Ave,Saint Louis,US,Taco Bell,63139,MO
1810 Wynnton Rd,Columbus,US,SONIC Drive In,31906,GA
1701 E State Route 69,Prescott,US,Mcdonald's,86303,AZ
7941 S Broadway,Littleton,US,Subway,80122,CO
7150 Hamilton Blvd,Trexlertown,US,KFC,18087,PA
13102 Goldenwest St,Westminster,US,SUBWAY,92683,CA
808 E Marland St,Hobbs,US,Subway,88240,NM
13314 E 116th St N,Owasso,US,SONIC Drive In,74055,OK
101 Central Ave,Hilton Head Island,US,KFC,29926,SC
9845 W Bell Rd,Sun City,US,Domino's Pizza,85351,AZ
1879 Hooper Ave,Toms River,US,Dunkin Donuts,8753,NJ
3721 SW Topeka Blvd,Topeka,US,SONIC Drive In,66609,KS
2350 Miracle Mile,Bullhead City,US,Kfc,86442,AZ
1701 E Markland Ave,Kokomo,US,Arby's,46901,IN
13410 W Maple Rd,Omaha,US,Panera Bread,68164,NE
8031 Metcalf Ave,Overland Park,US,Sonic Drive-in,66204,KS
13131 Kingston Ave,Chester,US,McDonald's,23836,VA
692 Highway 76,White House,US,Wendy's,37188,TN
3227 S Kingshighway Blvd,Saint Louis,US,Hardees,63139,MO
2649 Cascade Ave,Hood River,US,Taco Bell,97031,OR
3710 E State Blvd,Fort Wayne,US,Burger King,46805,IN
3728 S Archer Ave,Chicago,US,Burger King,60632,IL
903 N Court St,Marion,US,Taco John's,62959,IL
1250 Crater Lake Ave,Medford,US,Subway,97504,OR
1177 Pontiac Ave,Cranston,US,Burger King,2920,RI
2761 N Grand Ave,Santa Ana,US,Del Taco,92705,CA
1840 Lapalco Blvd,Harvey,US,Burger King,70058,LA
3050 Youngfield St,Denver,US,Taco Bell,80215,CO
5725 Dry Creek Ln NE,Cedar Rapids,US,McDonald's,52402,IA
1160 Hellertown Rd,Bethlehem,US,Wendy's,18015,PA
6385 Crain Hwy,La Plata,US,McDonald's,20646,MD
1525 W W T Harris Blvd,Charlotte,US,Chick-fil-a,28262,NC
1015 N Dobson Rd,Mesa,US,Carl's Jr,85201,AZ
705 E Lincoln Blvd,Hesston,US,SONIC Drive In,67062,KS
701 N Wohlleber Dr,Mount Pleasant,US,Taco Bell,52641,IA
5220 Dempster St,Skokie,US,Panda Express,60077,IL
7741 Colony Rd,Charlotte,US,Papa John's Pizza,28226,NC
1 Main St,Houston,US,Chick-Fil-A,77002,TX
5801 Clarksville Square Dr,Clarksville,US,Wendy's,21029,MD
2295 E Cinema Dr,Meridian,US,Domino's Pizza,83642,ID
2214 N Collins St,Arlington,US,Whataburger,76011,TX
9744 Lower Azusa Rd,El Monte,US,Wendy's,91731,CA
807 Nashville Pike,Gallatin,US,Taco Bell,37066,TN
1700 S Parrott Ave,Okeechobee,US,Domino's Pizza,34974,FL
1287 Town Centre Dr,Saint Paul,US,KFC,55123,MN
3001 Richlands Hwy,Jacksonville,US,Hardee's,28540,NC
1059 Berea Rd,Richmond,US,Captain D's,40475,KY
906 State Rd 28,Milford,US,Arby's,45150,OH
8924 34th Ave NE,Marysville,US,McDonald's,98271,WA
3444 S Sherwood Forest Blvd,Baton Rouge,US,Dairy Queen Grill & Chill,70816,LA
902 S Huntington St,Syracuse,US,McDonald's,46567,IN
3030 Central Pkwy,Cincinnati,US,White Castle,45225,OH
2383 W Us Highway 90,Lake City,US,Krystal,32055,FL
48 N 1600 W,Mapleton,US,Subway,84664,UT
8620 Burnet Rd,Austin,US,Taco Cabana,78757,TX
2163 Kirkwood St,High Point,US,The Biscuit Factory,27262,NC
345 Highway 6,Sugar Land,US,McDonald's,77478,TX
1022 John Sims Pkwy E,Niceville,US,Wendy's,32578,FL
8425 US Hwy 19,Port Richey,US,Culver's,34668,FL
4860 Asbury Rd,Dubuque,US,Hardee's,52002,IA
4272 Albany Post Rd,Hyde Park,US,McDonald's,12538,NY
4353 Gannon Ln,Dallas,US,Subway,75237,TX
3497 Hempstead Tpke,Levittown,US,Five Guys,11756,NY
6662 W Overland Dr,Idaho Falls,US,Burger King,83402,ID
2302 E Johnson Ave,Jonesboro,US,Subway (johnson) @ Jonesboro,72401,AR
8750 Wadsworth Blvd,Arvada,US,Wendy's,80003,CO
4407 S Central Ave,Los Angeles,US,Jack in the Box,90011,CA
14730 W Colfax Ave,Golden,US,Chick-Fil-A,80401,CO
8530 N Knoxville Ave,Peoria,US,Dairy Queen,61615,IL
1340 W Mound St,Columbus,US,Rally's,43223,OH
1249 Route 29,Greenwich,US,McDonald's,12834,NY
10516 Sharpsburg Pike,Hagerstown,US,Burger King,21740,MD
3456 W Lincoln Ave,Anaheim,US,China King,92801,CA
70 E Garfield Blvd,Chicago,US,McDonald's,60615,IL
1167 Columbus Pike,Delaware,US,Taco Bell,43015,OH
22442 84 Ave S,Kent,US,Burger King,98032,WA
225 W Sunshine St,Springfield,US,Wendy's,65807,MO
Jahnplatz 11/12,Tampa,US,Burger King,33602,FL
1900 Skibo Rd,Fayetteville,US,McDonald's,28314,NC
1100 N Moore Ave,Oklahoma City,US,A&w Restaurant,73160,OK
6590 Highway 90a,Sugar Land,US,Dairy Queen,77498,TX
4701 Main St,Houston,US,Wendy's,77002,TX
7 Fairhaven Commons Way,Fairhaven,US,Wendy's,2719,MA
10400 Baltimore St NE,Minneapolis,US,Jimmy John's,55449,MN
3009 E Busch Blvd,Tampa,US,Burger King,33612,FL
4403 NW 10th St,Oklahoma City,US,Sonic Drive-In,73107,OK
9661 Fairfax Blvd,Fairfax,US,Popeyes,22031,VA
2751 W Orangethorpe Ave,Fullerton,US,Burger King,92833,CA
6213 S Miller Rd,Buckeye,US,Domino's Pizza,85326,AZ
2555 E Pine St,Tulsa,US,Church's Chicken,74110,OK
13771 Newport Ave,Tustin,US,Round Table Pizza,92780,CA
1133 SW Military Dr,San Antonio,US,El Pollo Loco,78221,TX
4005 S Decatur Blvd,Las Vegas,US,El Pollo Loco,89103,NV
770 W Ramsey St,Banning,US,Jack in the Box,92220,CA
C. Bravo Murillo, 222,Alexis,US,Burger King,28006,NC
1139 W Broadway Rd,Tempe,US,Burger King,85282,AZ
801 3rd Ave W,Birmingham,US,Burger King,35204,AL
5909 Manatee Ave W,Bradenton,US,Burger King,34209,FL
890 Odum Rd,Gardendale,US,McDonald's,35071-4617,AL
2724 Nichol Ave,Anderson,US,Mcdonald's,46011,IN
3200 E Airfield Doctor Terminal C Gate 14,Dallas,US,Wendy's,75261,TX
1123 Macdavidson Cir,Dacono,US,Mcdonald's,80514,CO
934 Kings Hwy,Brooklyn,US,Dunkin' Donuts,11223,NY
86 13 Lefferts Blvd,Richmond Hill,US,Popeye's,11418,NY
6003 Business Highway 51,Schofield,US,Burger King,54476,WI
524 S Main St,Brookfield,US,SONIC Drive In,64628,MO
943 N DuPont Blvd,Milford,US,Burger King,19963,DE
1051 N Luther Rd,Georgetown,US,McDonald's,47122,IN
4606 Skidaway Rd,Savannah,US,Burger King,31404,GA
2015 S Lake St,Mundelein,US,Taco Bell,60060,IL
3809 South St,Lafayette,US,Kentucky Fried Chicken,47905,IN
306 E Caswell St,Wadesboro,US,Wendy's,28170,NC
3261 Nicholasville Rd,Lexington,US,Arby's,40503,KY
762 S Harbor Blvd,Santa Ana,US,KFC,92704,CA
2880 SE California Ave,Topeka,US,McDonald's,66605,KS
300 398 E Monte Christo Rd,Edinburg,US,Stripes Store #2276,78541,TX
914 Paducah Rd,Mayfield,US,Dairy Queen,42066,KY
250 Bristol St,Costa Mesa,US,Wienerschnitzel,92626,CA
Carrer de Sants, 236,Glassboro,US,Hotdoks,8028,NJ
2527 Lebanon Pike,Nashville,US,Krystal,37214,TN
40580 Albrae St,Fremont,US,McDonald's,94538,CA
311 Prairie Hill Rd,South Beloit,US,Mcdonald's,61080,IL
1840 Lee Trevino Dr.,El Paso,US,Burger King,79936,TX
9701 N Ash Ave,Liberty,US,McDonald's,64068,MO
6060 N Figueroa St,Los Angeles,US,Taco Bell,90042,CA
385 Kimball Crossing Dr,Jasper,US,Arby's,37347,TN
Hwy 52 N,Albemarle,US,Subway,28001,NC
1400 S Main St,Bryan,US,Arby's,43506,OH
2104 E Kansas Ave,Mcpherson,US,Subway,67460,KS
919 Meridian Ave,San Jose,US,Wienerschnitzel,95126,CA
4401 E 10th St,Indianapolis,US,Subway,46201,IN
11815 Foothill Blvd,Rancho Cucamonga,US,Popeyes Louisiana Kitchen,91730,CA
730 W Houghton Lake Dr,Prudenville,US,Burger King,48651,MI
20850 N John Wayne Pkwy,Maricopa,US,Panda Express,85239,AZ
3401 S Elm St,Denver,US,Pizza Hut,80222,CO
6595 Atlantic Ave,Long Beach,US,McDonald's,90805,CA
1408 N Hervey,Hope,US,Burger King,71801,AR
7925 E 71st St,Tulsa,US,Arby's,74133,OK
1314 Hillside Ave,Harrisonburg,US,Jimmy John's,22801,VA
4348 Buena Vista Rd,Columbus,US,Taco Bell,31907,GA
12900 W Thunderbird Rd,El Mirage,US,McDonald's,85335,AZ
1807 S Broadway,Geneva,US,McDonald's,44041,OH
1400c Summit Ave,Oconomowoc,US,Quiznos,53066,WI
20942 Roscoe Blvd,Canoga Park,US,Subway,91304,CA
1408 N Harrison Ave,Shawnee,US,KFC,74801,OK
847 S Main St,Franklin,US,Taco Bell,42134,KY
361 W Washington St,Nashville,US,Hardee's,27856,NC
3434 14th St,Riverside,US,Jack in the Box,92501,CA
22500 Town Cir,Moreno Valley,US,Taco Bell,92553-7512,CA
1940 Rock Springs Dr,Las Vegas,US,Arby's,89128,NV
2233 N Rampart Blvd,Las Vegas,US,Pizza Hut,89128,NV
1926 Needmore Rd,Dayton,US,Captain D's Seafood,45414,OH
1600 N Kickapoo Ave,Shawnee,US,Taco Mayo,74804,OK
21 S 3rd St,Newark,US,McDonald's,43055,OH
501 E Division St,Neillsville,US,A&W All-American Food,54456,WI
45761 Dillon Rd,Coachella,US,Carl's Jr.,92236,CA
1850 S Ferdon Blvd,Crestview,US,SONIC Drive In,32536,FL
2600 E 8 Mile Rd,Detroit,US,KFC,48234,MI
1020 Sylvan Dr,Baton Rouge,US,McDonald's,70815,LA
1065 Access Rd,Covington,US,Domino's Pizza,30014,GA
3670 SW Hall Blvd,Beaverton,US,Wendy's,97005,OR
2900 W Imperial Hwy,Inglewood,US,McDonald's,90303,CA
238 Ripon Rd,Berlin,US,Shepard's Drive-In,54923,WI
301 Virginia St W,Charleston,US,Arby's,25302,WV
4420 Kent Rd,Stow,US,Kfc,44224,OH
6706 Pacific Blvd,Huntington Park,US,McDonald's,90255,CA
12550 Bellaire Blvd,Houston,US,Popeyes,77072,TX
1403 W Ferdon St,Litchfield,US,Subway,62056,IL
3819 Walnut St,Harrisburg,US,KFC,17109,PA
120 NE Hillcrest Dr,Grants Pass,US,Jack in the Box,97526,OR
2276 Snellville Plz,Snellville,US,Domino's Pizza,30078,GA
13999 Hall Rd,Utica,US,Subway,48315,MI
823 W Base St,Madison,US,Sonic,32340,FL
2689 5th Ave,Huntington,US,Long John Silver's,25702,WV
8680 S US Highway 1,Sebastian,US,Burger King,32958,FL
1879 Indianapolis Blvd,Whiting,US,White Castle,46394,IN
450 Leavesley Rd,Gilroy,US,Burger King,95020,CA
4748 W Irlo Bronson Memorial Hwy,Kissimmee,US,Rally's,34746,FL
1388 Maryland Ave E,Saint Paul,US,McDonald's,55106,MN
205 W I 30,Royse City,US,Sonic Drive In,75189,TX
210 N 2nd E,Rexburg,US,Arctic Circle,83440,ID
2995 Highway 36 W,Jackson,US,Wendy's,30233,GA
415 Gallatin Pike N,Madison,US,KFC,37115,TN
1725 E El Monte Way,Dinuba,US,McDonald's,93618,CA
18535 E Smoky Hill Rd,Aurora,US,SONIC Drive In,80015,CO
9111 Merrill Rd,Jacksonville,US,Hardee's / Red Burrito,32225,FL
3103 Gordon Dr,Sioux City,US,Subway,51105,IA
1550 Mount Hope Ave,Rochester,US,Wendy's,14620,NY
2400 Pepperell Pkwy,Opelika,US,Taco Bell,36801,AL
429 N Church St,Spartanburg,US,Chick-Fil-A,29303,SC
95-1860 Meheula Pkwy,Mililani,US,McDonald's of Mililani Mauka,96789,HI
8111 Leesburg Pike,Vienna,US,McDonald's,22182,VA
2296 Scott Rd,Napoleon,US,Burger King,43545,OH
102b Loyola Dr,Myrtle Beach,US,Jersey Mike's Subs,29588,SC
428 Knickerbocker Ave,Brooklyn,US,McDonald's,11237,NY
191 Short Sawmill Rd,Crossville,US,Quiznos,38555,TN
125 SW State Route 150,Lees Summit,US,McDonald's,64082,MO
3601 W State Road 46,Bloomington,US,Arby's,47404,IN
6701 E,Kansas City,US,Mcdonald's,64120,MO
2500 Needmore Rd,Dayton,US,Hardee's,45414,OH
3663 Roy Messer Hwy,White Pine,US,Wendy's,37890,TN
Viale Sabotino 9,Bluemont,US,Mariu Kebabberia Gastronomica,20135,VA
731 27 Nc Highway 24 Bypass E,Albemarle,US,Sonic Drive In,28001,NC
676 Signal Mountain Rd,Chattanooga,US,Burger King,37405,TN
3212 W Addison St,Chicago,US,White Castle,60618,IL
801 First Colonial Rd,Virginia Beach,US,KFC,23451,VA
2319 Hanover Pike,Hampstead,US,Five Guys,21074,MD
2737 W Indian School Rd,Phoenix,US,Wendy's,85017,AZ
4810 E Ray Rd,Phoenix,US,Subway,85044,AZ
920 Greenwald Ct,Mukwonago,US,Taco Bell,53149,WI
201 Mary Esther Cut Off,Mary Esther,US,Burger King,32569,FL
1055 E Irvington Rd,Tucson,US,SONIC Drive In,85714,AZ
4095 N Beltline,Irving,US,Burger King,75038,TX
9440 W Sahara Ave,Las Vegas,US,Tropical Smoothie Cafe,89117,NV
4208 Route 130,Willingboro,US,Arby's,8046,NJ
300 Old Flemingsburg Rd,Morehead,US,Taco Bell,40351,KY
609 2nd Ave E,Oneonta,US,Taco Bell,35121,NC
3711 S Medford Dr,Lufkin,US,Chicken Express,75901,TX
3825 General Degaulle Dr,New Orleans,US,Popeyes,70114,LA
2225 E Main St,Albert Lea,US,Taco John's,56007,MN
659 W Brandon Blvd,Brandon,US,Jimmy John's,33511,FL
13707 Jefferson Davis Hwy,Woodbridge,US,McDonald's,22191,VA
1900 University Ave,Oxford,US,Fred's Store,38655,MS
4400 Blackhawk Rd,Rock Island,US,Jimmy John's,61201,IL
879 N DuPont Hwy,Dover,US,McDonald's,19901,DE
1611 Pelham Rd S,Jacksonville,US,Taco Bell,36265,AL
1311 S Saint Louis St,Batesville,US,Long John Silver's,72501,AR
200 S Jefferson Ave,Plain City,US,McDonalds,43064,OH
1300 280 Byp,Phenix City,US,Hardee's,36867,AL
3460 S College Ave,Fort Collins,US,Arby's,80525,CO
1559 E Amar Rd,West Covina,US,Bamboo Bistro,91792,CA
2227 Airline Dr,Bossier City,US,Captain D's,71111,LA
2930 S Alma School Rd,Chandler,US,Taco Bell,85286,AZ
3402 S Belt Hwy,Saint Joseph,US,Taco Bell,64503,MO
2010 Veterans Memorial Pkwy S,Lafayette,US,Wendy's,47909,IN
819 S 3rd St,Wilmington,US,Burger King,28401,NC
7069 Schaefer Ave,Chino,US,Carl's Jr.,91710,CA
4844 S Val Vista Dr,Gilbert,US,Subway,85298,AZ
4800 Asbury Rd,Dubuque,US,Culver's,52002,IA
10411 N 35th Ave,Phoenix,US,Domino's Pizza,85051,AZ
6949 E Main St,Reynoldsburg,US,Arby's,43068,OH
5137 Rochester Rd,Troy,US,Boston Market,48085,MI
1001 Independence Blvd,Bedford,US,Taco Bell,24523,VA
1851 W Bell Rd,Phoenix,US,McDonald's,85023,AZ
40 Massachusetts Ave NE,Washington,US,Chipotle Mexican Grill,20002,DC
2797 S Maryland Pkwy,Las Vegas,US,Pizza Hut,89109,NV
5525 Xerxes Ave N,Minneapolis,US,McDonald's,55430,MN
6225 Zebulon Rd,Macon,US,Krystal,31210,GA
1400 164th St SW,Lynnwood,US,McDonald's,98087,WA
206 Walker Springs Rd,Knoxville,US,McDonald's,37923,TN
205 Stoneridge Dr,Columbia,US,Waffle House,29210,SC
205 211 Indiana 135,Trafalgar,US,Mcdonald's,46181,IN
25502 Jeronimo Rd,Mission Viejo,US,SONIC Drive In,92691,CA
78 Waynesville Plz,Waynesville,US,Domino's Pizza,28786,NC
1002 2nd Ave,Opelika,US,Wendy's,36801,AL
331 Highway 28 Byp,Anderson,US,McDonald's,29624,SC
1301 Veterans Memorial Blvd,Metairie,US,Popeyes,70005,LA
1100 Upper Valley Pike,Springfield,US,Kfc,45504,OH
7332 Market St,Youngstown,US,Jimmy John's,44512,OH
9320 W Broad St,Henrico,US,Penn Station East Coast Subs,23294,VA
4111 S University Ave,Little Rock,US,McDonald's,72204,AR
12 Polly Drummond Hill Rd,Newark,US,Domino's Pizza,19711,DE
649 N DuPont Blvd,Milford,US,KFC,19963,DE
618 Highway 365,Mayflower,US,Sonic Drive-In,72106,AR
1944 Stringtown Rd,Grove City,US,Raising Cane's,43123,OH
401 Ventura Ave,Oxnard,US,McDonald's,93030,CA
28 Us 19,Camilla,US,Mcdonalds,31730,GA
33 Stokes Ave,East Stroudsburg,US,Mcdonald's,18301,PA
5200 Edgewood Rd NE,Cedar Rapids,US,McDonald's,52411,IA
210 N Camellia Blvd,Fort Valley,US,KFC,31030,GA
3223 SW Military Dr,San Antonio,US,McDonald's,78211,TX
9261 All Saints Rd,Laurel,US,McDonald's,20723,MD
600 S Broad St,Lansdale,US,Wendy's,19446,PA
6495 S Pecos Rd,Las Vegas,US,Subway,89120,NV
16216 Crenshaw Blvd,Gardena,US,Del Taco,90249,CA
619 1st Ave N,Glasgow,US,Pizza Hut,59230,MT
6947 Katella Ave,Cypress,US,Carl's Jr.,90630,CA
200 3rd St S,Cold Spring,US,Hardee's,56320,MN
16 White Horse Pike N,Lawnside,US,Popeye's,8045,NJ
3651 Rochester Rd,Troy,US,Arby's,48083,MI
1950 E 103rd St,Los Angeles,US,LocoL,90002,CA
1307 E Shotwell St,Bainbridge,US,Wendy's,39819,AL
5401 25th Ave NE,Seattle,US,Subway,98105,WA
16510 E 23rd St S,Independence,US,SONIC Drive In,64055,MO
3028 Reflection Dr,Naperville,US,Taco Bell,60564,IL
2505 Southern Blvd,Bronx,US,McDonald's,10458,NY
1 rue Georges Balanchine,Allen,US,Quick,75013,TX
5211 Broadway,Oakland,US,Wendy's,94618,CA
305 Ballenger Center Dr,Frederick,US,Taco Bell,21703,MD
7460 Louisburg Rd,Raleigh,US,Wendy's,27616,NC
13395 US Highway 1,Sebastian,US,McDonald's,32958,FL
410 S Cedar Crest Blvd,Allentown,US,Wendy's,18103,PA
2103 N Mesa St,El Paso,US,Taco Bell,79902,TX
7629 W Bellfort St,Houston,US,Whataburger,77071,TX
6072 Fairburn Rd,Douglasville,US,McDonald's,30134,GA
100 Memorial Blvd,Picayune,US,Mc Donald's,39466,AL
2140 W International Speedway Blvd,Daytona Beach,US,Taco Bell,32114,FL
3750 El Camino Real,Santa Clara,US,Burger King,95051,CA
2036 N College Ave,Fayetteville,US,Backyard Burgers,72703,AR
6921 Eastchase Loop,Montgomery,US,Chick-fil-A,36117,AL
833 Young St,Tonawanda,US,KFC,14150,NY
200 Beck Rd,Walled Lake,US,McDonald's,48390,MI
6602 N 99th St,Omaha,US,Burger King,68122,NE
255 US Highway 130,Bordentown,US,McDonald's,8505,NJ
6409 Whittlesey Blvd,Columbus,US,Jim Bob's Chicken Fingers,31909,GA
802 Bear Mountain Blvd,Arvin,US,Burger King,93203,CA
1599 US Highway 70 W,Garner,US,KFC,27529,NC
503 S Alvarado St,Los Angeles,US,El Pollo Loco,90057,CA
324 E Southern Ave,Phoenix,US,Domino's Pizza,85040,AZ
8181 Sw Sam Houston Pkwy,Houston,US,Burger King,77072,TX
13510 S Western Ave,Gardena,US,Jack in the Box,90249,CA
W Hwy 50 O'fallon Il,Fairview Heights,US,Mcdonald's,62208,IL
5015 Memorial Pkwy Nw,Huntsville,US,Bojangles' Famous Chicken 'n Biscuits,35810,AL
2255 Otay Lakes Rd,Chula Vista,US,Islands Restaurant,91915,CA
135-143 Connecticut 83,Ellington,US,McDonald's,6029,CT
4614 S Damen Ave,Chicago,US,Hardee's,60609,IL
4748 S 32nd West Ave,Tulsa,US,Charlie's Chicken,74107,OK
18320 SE Stark St,Portland,US,McDonald's,97233,OR
7220 W 79th St,Bridgeview,US,Wendy's,60455,IL
2071 Rock Springs Dr,Las Vegas,US,Wienerschnitzel,89128,NV
1101 Harney St,Omaha,US,Famous Dave's,68102,NE
619 Saraland Blvd S,Saraland,US,Sonic Drive-In,36571,AL
613 W Olive Ave,Merced,US,El Pollo Loco,95348,CA
602 S Harris St,Willow Springs,US,McDonald's,65793,MO
6948 Westminster Blvd,Westminster,US,Popeyes Louisiana Kitchen,92683,CA
185 12th St,Jersey City,US,Burger King,7310,NJ
20310 Grande Oak Shoppes Blvd,Estero,US,McDonald's,33928,FL
3785 Las Vegas Blvd S,Las Vegas,US,Del Taco,89109,NV
10505 S Eastern Ave,Henderson,US,Jack in the Box,89052,NV
3805 Rucker Ave,Everett,US,Taco Time,98201,WA
4201 Williamson Rd NW,Roanoke,US,Hardee's,24012,VA
708 Front St,Toledo,US,Taco Bell,43605,OH
11791 S Sam Houston Pkwy E,Houston,US,KFC,77089,TX
190 Stanford Shopping Ctr,Palo Alto,US,McDonald's,94304,CA
1120 W Touhy Ave,Park Ridge,US,Dawg House Grill,60068,IL
1331 Center Rd,Avon,US,Arby's,44011,OH
19512 Beach Blvd,Huntington Beach,US,Carl's Jr.,92648,CA
161 W Slaughter Ln,Austin,US,Taco Bell,78748,TX
8515 Euclid Ave,Cleveland,US,Burger King,44106,OH
4520 Coffee Rd,Bakersfield,US,Carl's Jr - Green Burrito,93308,CA
201 N Los Angeles St,Los Angeles,US,Carl's Jr.,90012,CA
15 Canal Rd,Orleans,US,Wendy's,2653,MA
8270 Windfall Ln,Camby,US,McDonald's,46113,IN
2200 S Highway 29,Cantonment,US,Wendy's,32533,FL
8236 W Deer Valley Rd,Peoria,US,Jack in the Box,85382,AZ
329 N Main St,Lansing,US,Popeyes Louisiana Kitchen,66043,KS
17550 W Bluemound Rd,Brookfield,US,Jersey Mike's Subs,53045,WI
2901 La Cienega Blvd,Culver City,US,Pizza Hut,90232,CA
1212 Stumpf Blvd,Gretna,US,McDonald's,70053,LA
604 Cottage Grove Rd,Madison,US,KFC,53716,WI
918 S State Route 291,Liberty,US,McDonald's,64068,MO
20671 Lake Forest Dr,Lake Forest,US,Baja Fresh,92630,CA
500 N Van Buren St,Enid,US,Carl's Jr.,73703,OK
4424 Broadway,Oakland,US,Burger King,94611,CA
240 S Locust St,Dubuque,US,Taco Bell,52003,IA
315 E Central Blvd,Anadarko,US,Sonic Drive-in,73005,OK
5748 SW Green Oaks Blvd,Arlington,US,Taco Bueno,76017,TX
4341 MacArthur Blvd,Newport Beach,US,Quiznos,92660,CA
110 E William Cannon Dr,Austin,US,Jack in the Box,78745,TX
2101 N Roan St,Johnson City,US,McDonald's,37601,TN
6075 US Highway 6,Portage,US,McDonald's,46368,IN
731 Eddy St,Providence,US,Wendy's,2903,RI
9917 Chapman Ave,Garden Grove,US,Carls Jr. / Green Burrito,92841,CA
1760 Cheyenne Mountain Blvd,Colorado Springs,US,Burger King,80906,Co Spgs
3509 Airport Hwy,Toledo,US,Rallys,43609,OH
52665 US Hwy 31 N,South Bend,US,McDonald's,46637,IN
7059 Mechanicsville Tpke,Mechanicsville,US,McDonald's,23111,VA
3536 N Cicero Ave,Chicago,US,KFC,60641,IL
3833 Old Port Royal Rd N,Columbia,US,Mcdonalds,38401,TN
2050 Rosa L Parks Blvd,Nashville,US,Jersey Mike's Subs,37228,TN
5589 Auto Mall Pkwy,Fremont,US,Subway,94538,CA
40 S Court St,Athens,US,Wendy's,45701,OH
1135 S 100 W,Logan,US,Carl's Jr,84321,UT
6093 Broadway,Merrillville,US,McDonald's,46410,IN
9205 Gibsonton Dr,Gibsonton,US,McDonald's,33534,FL
2011 S McClintock Dr,Tempe,US,Burger King,85282,AZ
16 S Court St,Athens,US,Jimmy John's Gourmet Sandwiches,45701,OH
20890 Us 43,Mount Vernon,US,Mcdonald's,36560,AL
19515 State Route 2,Monroe,US,McDonald's,98272,WA
21310 Kuykendahl Rd,Spring,US,Whataburger,77379,TX
825 Duluth Hwy,Lawrenceville,US,Pollo Tropical,30043,GA
6004 S Sheridan Rd,Tulsa,US,Whataburger,74145,OK
2154 Hylan Blvd,Staten Island,US,McDonald's,10306,NY
3301 Hazelton Rd,Minneapolis,US,Wendy's,55435,MN
2201 Louisiana Blvd N E,Albuquerque,US,Pei Wei,87110,NM
2307 South St,Franklin,US,Bojangles' Famous Chicken 'n Biscuits,23851,VA
207 Highway 332 W,Lake Jackson,US,Taco Bell,77566,TX
910 W Center St,Greenwood,US,Pizza Hut,72936,AR
9001 Jewel Lake Rd,Anchorage,US,Subway,99502,AK
505 E Cummings Ave,Opp,US,Burger King,36467,AL
2154 Henderson Mill Rd NE,Atlanta,US,Subway,30345,GA
7153 E Thomas Rd,Scottsdale,US,Taco Bell,85251,AZ
1701 Rombach Ave,Wilmington,US,Taco Bell,45177,OH
7756 Haven Ave,Rancho Cucamonga,US,El Pollo Loco,91730,CA
1117 E Pine St,Tulsa,US,Popeye's Chicken & Biscuits,74106,OK
1349 Boston Post Rd,Milford,US,Arby's,6460,CT
2040 S Limestone St,Springfield,US,Wendy's,45505,OH
814 Radford Blvd,Albany,US,Subway,31704,GA
515 E Main St,Kent,US,Wendy's,44240,OH
10001 Will Way,Louisville,US,Burger King,40291,KY
400 E Cass,Joliet,US,Burger King,60432,IL
W Franklin St.,Chapel Hill,US,The Agora,27514,NC
2650 E Cherry St,Noblesville,US,Burger King,46060,IN
1509 W Walnut Ave,Dalton,US,Taco Bell,30720,GA
1810 Arkansas Blvd,Texarkana,US,Chicken Express,71854,AR
804 W 27th St,Scottsbluff,US,Taco Bell,69361,NE
